Sequence	Position	Raw Binding (log ratio)
SEQ1	6363	0.489
SEQ1	6364	0.369
SEQ1	6365	0.139
SEQ1	6366	-0.0831
SEQ1	6367	-0.427
SEQ1	6368	-0.511
SEQ1	6369	-0.397
SEQ1	6370	0.304
SEQ1	6371	0.58
SEQ1	6372	1.23
SEQ1	6373	1.61
SEQ1	6374	1.34
SEQ1	6375	0.826
SEQ1	6376	0.233
SEQ1	6377	-0.344
SEQ1	6378	-0.462
SEQ1	6379	-0.109
SEQ1	6380	0.54
SEQ1	6381	0.776
SEQ1	6382	0.912
SEQ1	6383	1.07
SEQ1	6384	0.658
SEQ1	6385	0.318
SEQ1	6386	0.371
SEQ1	6387	0.45
SEQ1	6388	0.404
SEQ1	6389	0.425
SEQ1	6390	0.16
SEQ1	6391	0.0395
SEQ1	6392	0.17
SEQ1	6393	0.669
SEQ1	6394	1.26
SEQ1	6395	1.51
SEQ1	6396	1.35
SEQ1	6397	1.2
SEQ1	6398	1.08
SEQ1	6399	1.15
SEQ1	6400	0.972
SEQ1	6401	0.681
SEQ1	6402	0.0834
SEQ1	6403	0.112
SEQ1	6404	0.354
SEQ1	6405	0.401
SEQ1	6406	0.71
SEQ1	6407	1.11
SEQ1	6408	1.21
SEQ1	6409	0.848
SEQ1	6410	0.35
SEQ1	6411	-0.742
SEQ1	6412	-1.4
SEQ1	6413	-1.68
SEQ1	6414	-1.79
SEQ1	6415	-1.47
SEQ1	6416	-0.858
SEQ1	6417	-0.801
SEQ1	6418	-0.561
SEQ1	6419	-0.115
SEQ1	6420	-0.188
SEQ1	6421	-0.492
SEQ1	6422	-0.828
SEQ1	6423	-1.45
SEQ1	6424	-1.8
SEQ1	6425	-1.91
SEQ1	6426	-1.71
SEQ1	6427	-0.977
SEQ1	6428	-0.267
SEQ1	6429	0.101
SEQ1	6430	-0.0322
SEQ1	6431	-0.622
SEQ1	6432	-1.09
SEQ1	6433	-1.45
SEQ1	6434	-1.56
SEQ1	6435	-1.45
SEQ1	6436	-0.809
SEQ1	6437	-0.146
SEQ1	6438	0.692
SEQ1	6439	1.25
SEQ1	6440	1.47
SEQ1	6441	1.53
SEQ1	6442	1.38
SEQ1	6443	0.745
SEQ1	6444	-0.207
SEQ1	6445	-1.2
SEQ1	6446	-1.87
SEQ1	6447	-1.82
SEQ1	6448	-1.68
SEQ1	6449	-1
SEQ1	6450	-0.481
SEQ1	6451	-0.114
SEQ1	6452	-0.206
SEQ1	6453	-0.692
SEQ1	6454	-1.12
SEQ1	6455	-1.14
SEQ1	6456	-1.19
SEQ1	6457	-0.75
SEQ1	6458	-0.317
SEQ1	6459	-0.321
SEQ1	6460	-0.645
SEQ1	6461	-1.08
SEQ1	6462	-1.31
SEQ1	6463	-1.41
SEQ1	6464	-1.18
SEQ1	6465	-0.801
SEQ1	6466	-0.294
SEQ1	6467	-0.0287
SEQ1	6468	-0.268
SEQ1	6469	-0.381
SEQ1	6470	-0.682
SEQ1	6471	-1.34
SEQ1	6472	-1.77
SEQ1	6473	-2.09
SEQ1	6474	-2.06
SEQ1	6475	-1.68
SEQ1	6476	-1.43
SEQ1	6477	-1.32
SEQ1	6478	-1.36
SEQ1	6479	-2.01
SEQ1	6480	-2.92
SEQ1	6481	-3.62
SEQ1	6482	-3.85
SEQ1	6483	-3.68
SEQ1	6484	-2.55
SEQ1	6485	-1.5
SEQ1	6486	-0.783
SEQ1	6487	0.0779
SEQ1	6488	0.0358
SEQ1	6489	-0.578
SEQ1	6490	-0.987
SEQ1	6491	-1.61
SEQ1	6492	-1.91
SEQ1	6493	-2.15
SEQ1	6494	-2.12
SEQ1	6495	-1.98
SEQ1	6496	-1.54
SEQ1	6497	-1.13
SEQ1	6498	-0.78
SEQ1	6499	-0.53
SEQ1	6500	-0.297
SEQ1	6501	-0.345
SEQ1	6502	-0.337
SEQ1	6503	-0.279
SEQ1	6504	-0.257
SEQ1	6505	-0.353
SEQ1	6506	-0.435
SEQ1	6507	-0.322
SEQ1	6508	-0.692
SEQ1	6509	-1.1
SEQ1	6510	-1.59
SEQ1	6511	-2.2
SEQ1	6512	-2.14
SEQ1	6513	-2.27
SEQ1	6514	-1.75
SEQ1	6515	-1.35
SEQ1	6516	-0.8
SEQ1	6517	-0.239
SEQ1	6518	0.183
SEQ1	6519	0.479
SEQ1	6520	0.192
SEQ1	6521	-0.296
SEQ1	6522	-1.04
SEQ1	6523	-1.44
SEQ1	6524	-1.06
SEQ1	6525	-0.483
SEQ1	6526	-0.217
SEQ1	6527	-0.411
SEQ1	6528	-0.494
SEQ1	6529	-0.894
SEQ1	6530	-1.5
SEQ1	6531	-1.61
SEQ1	6532	-1.23
SEQ1	6533	-0.956
SEQ1	6534	-1.03
SEQ1	6535	-1.06
SEQ1	6536	-1.16
SEQ1	6537	-1.03
SEQ1	6538	-1.28
SEQ1	6539	-1.31
SEQ1	6540	-1.02
SEQ1	6541	-1.08
SEQ1	6542	-1.19
SEQ1	6543	-1.48
SEQ1	6544	-1.75
SEQ1	6545	-2.65
SEQ1	6546	-3.21
SEQ1	6547	-3.77
SEQ1	6548	-4.06
SEQ1	6549	-4.28
SEQ1	6550	-4.09
SEQ1	6551	-3.49
SEQ1	6552	-2.73
SEQ1	6553	-1.72
SEQ1	6554	-1.17
SEQ1	6555	-0.59
SEQ1	6556	-0.579
SEQ1	6557	-0.984
SEQ1	6558	-1.47
SEQ1	6559	-1.72
SEQ1	6560	-2.29
SEQ1	6561	-2.43
SEQ1	6562	-2.43
SEQ1	6563	-2.32
SEQ1	6564	-1.71
SEQ1	6565	-1.48
SEQ1	6566	-1.29
SEQ1	6567	-1.49
SEQ1	6568	-1.34
SEQ1	6569	-1.35
SEQ1	6570	-1.21
SEQ1	6571	-0.557
SEQ1	6572	-0.107
SEQ1	6573	0.271
SEQ1	6574	0.393
SEQ1	6575	0.0242
SEQ1	6576	-0.625
SEQ1	6577	-1.29
SEQ1	6578	-1.64
SEQ1	6579	-1.64
SEQ1	6580	-1.33
SEQ1	6581	-0.623
SEQ1	6582	-0.0198
SEQ1	6583	0.276
SEQ1	6584	0.372
SEQ1	6585	0.128
SEQ1	6586	-0.108
SEQ1	6587	-0.232
SEQ1	6588	0.0473
SEQ1	6589	0.0426
SEQ1	6590	0.109
SEQ1	6591	0.246
SEQ1	6592	0.0445
SEQ1	6593	-0.104
SEQ1	6594	-0.405
SEQ1	6595	-0.46
SEQ1	6596	-0.977
SEQ1	6597	-1.48
SEQ1	6598	-1.89
SEQ1	6599	-2.04
SEQ1	6600	-1.59
SEQ1	6601	-1.25
SEQ1	6602	-0.306
SEQ1	6603	0.309
SEQ1	6604	0.333
SEQ1	6605	0.051
SEQ1	6606	-0.464
SEQ1	6607	-0.995
SEQ1	6608	-1.81
SEQ1	6609	-1.9
SEQ1	6610	-1.79
SEQ1	6611	-1.52
SEQ1	6612	-1.47
SEQ1	6613	-1.45
SEQ1	6614	-1.41
SEQ1	6615	-1.63
SEQ1	6616	-1.53
SEQ1	6617	-1.39
SEQ1	6618	-1.13
SEQ1	6619	-1.02
SEQ1	6620	-0.732
SEQ1	6621	-0.602
SEQ1	6622	-0.468
SEQ1	6623	-0.315
SEQ1	6624	-0.653
SEQ1	6625	-0.85
SEQ1	6626	-1.36
SEQ1	6627	-1.92
SEQ1	6628	-2.51
SEQ1	6629	-2.66
SEQ1	6630	-2.55
SEQ1	6631	-2.13
SEQ1	6632	-1.8
SEQ1	6633	-1.24
SEQ1	6634	-0.963
SEQ1	6635	-0.584
SEQ1	6636	-0.579
SEQ1	6637	-0.979
SEQ1	6638	-1.31
SEQ1	6639	-1.38
SEQ1	6640	-0.879
SEQ1	6641	-0.836
SEQ1	6642	-0.744
SEQ1	6643	-0.829
SEQ1	6644	-0.848
SEQ1	6645	-0.635
SEQ1	6646	-0.342
SEQ1	6647	-0.084
SEQ1	6648	0.267
SEQ1	6649	0.66
SEQ1	6650	0.371
SEQ1	6651	0.229
SEQ1	6652	0.0925
SEQ1	6653	-0.126
SEQ1	6654	-0.416
SEQ1	6655	-1.06
SEQ1	6656	-1.59
SEQ1	6657	-1.62
SEQ1	6658	-1.53
SEQ1	6659	-1.51
SEQ1	6660	-1.19
SEQ1	6661	-1.28
SEQ1	6662	-1.48
SEQ1	6663	-1.73
SEQ1	6664	-1.92
SEQ1	6665	-1.65
SEQ1	6666	-1.16
SEQ1	6667	-0.668
SEQ1	6668	-0.268
SEQ1	6669	-0.646
SEQ1	6670	-1
SEQ1	6671	-1.82
SEQ1	6672	-2.43
SEQ1	6673	-2.52
SEQ1	6674	-2.17
SEQ1	6675	-1.57
SEQ1	6676	-1.01
SEQ1	6677	-0.412
SEQ1	6678	0.0809
SEQ1	6679	0.3
SEQ1	6680	0.285
SEQ1	6681	0.0421
SEQ1	6682	-0.36
SEQ1	6683	-0.974
SEQ1	6684	-1.26
SEQ1	6685	-1.37
SEQ1	6686	-1.35
SEQ1	6687	-1.17
SEQ1	6688	-0.747
SEQ1	6689	-0.329
SEQ1	6690	-0.146
SEQ1	6691	-0.00873
SEQ1	6692	-0.493
SEQ1	6693	-1.11
SEQ1	6694	-1.53
SEQ1	6695	-1.79
SEQ1	6696	-1.99
SEQ1	6697	-2.09
SEQ1	6698	-1.92
SEQ1	6699	-1.5
SEQ1	6700	-1.2
SEQ1	6701	-1.2
SEQ1	6702	-1.28
SEQ1	6703	-1.6
SEQ1	6704	-2.09
SEQ1	6705	-2.58
SEQ1	6706	-3
SEQ1	6707	-2.99
SEQ1	6708	-2.93
SEQ1	6709	-2.51
SEQ1	6710	-2.09
SEQ1	6711	-1.45
SEQ1	6712	-1.02
SEQ1	6713	-0.847
SEQ1	6714	-0.692
SEQ1	6715	-0.82
SEQ1	6716	-1.22
SEQ1	6717	-1.45
SEQ1	6718	-1.82
SEQ1	6719	-2.47
SEQ1	6720	-2.63
SEQ1	6721	-2.52
SEQ1	6722	-2.4
SEQ1	6723	-1.62
SEQ1	6724	-0.771
SEQ1	6725	-0.131
SEQ1	6726	-0.0719
SEQ1	6727	-0.498
SEQ1	6728	-0.888
SEQ1	6729	-1.48
SEQ1	6730	-2.38
SEQ1	6731	-2.92
SEQ1	6732	-3.1
SEQ1	6733	-3.04
SEQ1	6734	-2.55
SEQ1	6735	-1.94
SEQ1	6736	-1.52
SEQ1	6737	-1.33
SEQ1	6738	-1.81
SEQ1	6739	-2.17
SEQ1	6740	-2.45
SEQ1	6741	-2.38
SEQ1	6742	-2.17
SEQ1	6743	-2.17
SEQ1	6744	-1.77
SEQ1	6745	-1.03
SEQ1	6746	-0.691
SEQ1	6747	-0.351
SEQ1	6748	-0.49
SEQ1	6749	-0.63
SEQ1	6750	-0.554
SEQ1	6751	-0.501
SEQ1	6752	-0.992
SEQ1	6753	-1.16
SEQ1	6754	-1.02
SEQ1	6755	-0.95
SEQ1	6756	-0.786
SEQ1	6757	-0.373
SEQ1	6758	-0.122
SEQ1	6759	-0.119
SEQ1	6760	-0.291
SEQ1	6761	-0.377
SEQ1	6762	-0.371
SEQ1	6763	-0.316
SEQ1	6764	-0.668
SEQ1	6765	-0.414
SEQ1	6766	-0.278
SEQ1	6767	-0.477
SEQ1	6768	-0.801
SEQ1	6769	-0.976
SEQ1	6770	-1.27
SEQ1	6771	-1.41
SEQ1	6772	-1.33
SEQ1	6773	-1.38
SEQ1	6774	-1.62
SEQ1	6775	-1.76
SEQ1	6776	-1.87
SEQ1	6777	-1.75
SEQ1	6778	-1.55
SEQ1	6779	-1.12
SEQ1	6780	-0.746
SEQ1	6781	-0.447
SEQ1	6782	-0.44
SEQ1	6783	-0.611
SEQ1	6784	-1.07
SEQ1	6785	-1.46
SEQ1	6786	-1.6
SEQ1	6787	-1.74
SEQ1	6788	-1.66
SEQ1	6789	-1.75
SEQ1	6790	-1.81
SEQ1	6791	-1.78
SEQ1	6792	-1.6
SEQ1	6793	-1.49
SEQ1	6794	-1.43
SEQ1	6795	-0.964
SEQ1	6796	-1.06
SEQ1	6797	-1.37
SEQ1	6798	-1.38
SEQ1	6799	-1.23
SEQ1	6800	-1.22
SEQ1	6801	-1.02
SEQ1	6802	-0.999
SEQ1	6803	-0.785
SEQ1	6804	-1.03
SEQ1	6805	-1.1
SEQ1	6806	-0.894
SEQ1	6807	-0.625
SEQ1	6808	-0.468
SEQ1	6809	-0.226
SEQ1	6810	0.229
SEQ1	6811	0.724
SEQ1	6812	0.868
SEQ1	6813	0.965
SEQ1	6814	1.17
SEQ1	6815	1.25
SEQ1	6816	1.27
SEQ1	6817	1.24
SEQ1	6818	1.19
SEQ1	6819	1.4
SEQ1	6820	1.39
SEQ1	6821	1.34
SEQ1	6822	0.91
SEQ1	6823	0.372
SEQ1	6824	-0.0641
SEQ1	6825	-0.436
SEQ1	6826	-0.473
SEQ1	6827	-0.277
SEQ1	6828	-0.0299
SEQ1	6829	0.45
SEQ1	6830	0.516
SEQ1	6831	0.824
SEQ1	6832	0.931
SEQ1	6833	0.805
SEQ1	6834	0.643
SEQ1	6835	0.844
SEQ1	6836	0.798
SEQ1	6837	0.918
SEQ1	6838	0.76
SEQ1	6839	0.407
SEQ1	6840	-0.00769
SEQ1	6841	0.12
SEQ1	6842	0.432
SEQ1	6843	0.705
SEQ1	6844	1
SEQ1	6845	1.38
SEQ1	6846	1.77
SEQ1	6847	1.99
SEQ1	6848	1.68
SEQ1	6849	1.24
SEQ1	6850	0.49
SEQ1	6851	-0.208
SEQ1	6852	-0.76
SEQ1	6853	-0.631
SEQ1	6854	-0.375
SEQ1	6855	-0.296
SEQ1	6856	-0.404
SEQ1	6857	-0.501
SEQ1	6858	-0.504
SEQ1	6859	-0.49
SEQ1	6860	-0.546
SEQ1	6861	-0.705
SEQ1	6862	-0.338
SEQ1	6863	-0.2
SEQ1	6864	-0.0487
SEQ1	6865	0.224
SEQ1	6866	0.621
SEQ1	6867	0.774
SEQ1	6868	0.912
SEQ1	6869	0.894
SEQ1	6870	0.788
SEQ1	6871	0.565
SEQ1	6872	-0.0478
SEQ1	6873	-0.219
SEQ1	6874	-0.312
SEQ1	6875	0.105
SEQ1	6876	0.44
SEQ1	6877	0.654
SEQ1	6878	0.697
SEQ1	6879	0.595
SEQ1	6880	0.334
SEQ1	6881	0.437
SEQ1	6882	0.245
SEQ1	6883	-0.285
SEQ1	6884	-0.854
SEQ1	6885	-1.05
SEQ1	6886	-1.39
SEQ1	6887	-1.35
SEQ1	6888	-1.13
SEQ1	6889	-0.925
SEQ1	6890	-0.674
SEQ1	6891	-0.549
SEQ1	6892	-0.626
SEQ1	6893	-0.969
SEQ1	6894	-1.06
SEQ1	6895	-1.29
SEQ1	6896	-1.06
SEQ1	6897	-0.81
SEQ1	6898	-0.258
SEQ1	6899	-0.167
SEQ1	6900	-0.00274
SEQ1	6901	0.011
SEQ1	6902	0.208
SEQ1	6903	0.162
SEQ1	6904	-0.215
SEQ1	6905	-0.692
SEQ1	6906	-1.07
SEQ1	6907	-1.12
SEQ1	6908	-0.806
SEQ1	6909	0.255
SEQ1	6910	1
SEQ1	6911	1.38
SEQ1	6912	1.35
SEQ1	6913	1.02
SEQ1	6914	0.497
SEQ1	6915	-0.123
SEQ1	6916	-0.838
SEQ1	6917	-1.2
SEQ1	6918	-1.22
SEQ1	6919	-1.27
SEQ1	6920	-0.964
SEQ1	6921	-0.653
SEQ1	6922	-0.838
SEQ1	6923	-0.79
SEQ1	6924	-1.16
SEQ1	6925	-1.46
SEQ1	6926	-1.98
SEQ1	6927	-2.09
SEQ1	6928	-1.83
SEQ1	6929	-1.27
SEQ1	6930	-0.38
SEQ1	6931	0.128
SEQ1	6932	0.338
SEQ1	6933	0.197
SEQ1	6934	-0.019
SEQ1	6935	-0.215
SEQ1	6936	-0.2
SEQ1	6937	-0.518
SEQ1	6938	-0.655
SEQ1	6939	-0.491
SEQ1	6940	-0.272
SEQ1	6941	0.336
SEQ1	6942	0.867
SEQ1	6943	0.726
SEQ1	6944	0.602
SEQ1	6945	0.26
SEQ1	6946	-0.285
SEQ1	6947	-0.575
SEQ1	6948	-1.14
SEQ1	6949	-1.74
SEQ1	6950	-1.53
SEQ1	6951	-1.21
SEQ1	6952	-0.82
SEQ1	6953	-0.81
SEQ1	6954	-0.685
SEQ1	6955	-0.849
SEQ1	6956	-1.13
SEQ1	6957	-1.29
SEQ1	6958	-1.52
SEQ1	6959	-0.891
SEQ1	6960	-0.432
SEQ1	6961	-0.447
SEQ1	6962	-0.518
SEQ1	6963	-0.516
SEQ1	6964	-1.06
SEQ1	6965	-1.06
SEQ1	6966	-1.36
SEQ1	6967	-1.58
SEQ1	6968	-1.4
SEQ1	6969	-1.33
SEQ1	6970	-1.19
SEQ1	6971	-0.757
SEQ1	6972	-0.146
SEQ1	6973	0.457
SEQ1	6974	0.985
SEQ1	6975	1.26
SEQ1	6976	1.24
SEQ1	6977	0.827
SEQ1	6978	0.168
SEQ1	6979	-0.219
SEQ1	6980	-0.335
SEQ1	6981	-0.644
SEQ1	6982	-0.993
SEQ1	6983	-1.02
SEQ1	6984	-0.763
SEQ1	6985	-0.68
SEQ1	6986	-0.636
SEQ1	6987	-0.431
SEQ1	6988	-0.45
SEQ1	6989	-0.335
SEQ1	6990	-0.258
SEQ1	6991	-0.677
SEQ1	6992	-0.661
SEQ1	6993	-0.942
SEQ1	6994	-0.775
SEQ1	6995	-0.444
SEQ1	6996	-0.251
SEQ1	6997	0.157
SEQ1	6998	0.211
SEQ1	6999	0.403
SEQ1	7000	0.438
SEQ1	7001	0.818
SEQ1	7002	1.04
SEQ1	7003	1.13
SEQ1	7004	0.978
SEQ1	7005	0.781
SEQ1	7006	0.375
SEQ1	7007	-0.0753
SEQ1	7008	-0.237
SEQ1	7009	-0.237
SEQ1	7010	-0.0527
SEQ1	7011	0.0639
SEQ1	7012	0.289
SEQ1	7013	0.206
SEQ1	7014	0.0694
SEQ1	7015	-0.0869
SEQ1	7016	-0.199
SEQ1	7017	-0.126
SEQ1	7018	-0.254
SEQ1	7019	-0.319
SEQ1	7020	-0.115
SEQ1	7021	0.184
SEQ1	7022	0.718
SEQ1	7023	1.06
SEQ1	7024	1.16
SEQ1	7025	0.98
SEQ1	7026	0.827
SEQ1	7027	0.418
SEQ1	7028	0.299
SEQ1	7029	0.142
SEQ1	7030	0.232
SEQ1	7031	0.603
SEQ1	7032	0.918
SEQ1	7033	0.833
SEQ1	7034	0.632
SEQ1	7035	0.313
SEQ1	7036	0.0189
SEQ1	7037	-0.0973
SEQ1	7038	0.31
SEQ1	7039	0.627
SEQ1	7040	0.716
SEQ1	7041	0.8
SEQ1	7042	1.32
SEQ1	7043	1.4
SEQ1	7044	1.47
SEQ1	7045	0.99
SEQ1	7046	0.249
SEQ1	7047	-0.627
SEQ1	7048	-0.998
SEQ1	7049	-0.847
SEQ1	7050	-0.257
SEQ1	7051	0.48
SEQ1	7052	0.671
SEQ1	7053	0.37
SEQ1	7054	-0.33
SEQ1	7055	-1.04
SEQ1	7056	-1.72
SEQ1	7057	-2.18
SEQ1	7058	-2.16
SEQ1	7059	-1.83
SEQ1	7060	-1.24
SEQ1	7061	-0.393
SEQ1	7062	-0.181
SEQ1	7063	0.247
SEQ1	7064	0.512
SEQ1	7065	0.407
SEQ1	7066	0.362
SEQ1	7067	-0.442
SEQ1	7068	-1.18
SEQ1	7069	-1.44
SEQ1	7070	-1.68
SEQ1	7071	-1.24
SEQ1	7072	-0.705
SEQ1	7073	-0.0119
SEQ1	7074	0.289
SEQ1	7075	0.472
SEQ1	7076	0.307
SEQ1	7077	0.288
SEQ1	7078	-0.267
SEQ1	7079	-0.609
SEQ1	7080	-0.468
SEQ1	7081	-0.159
SEQ1	7082	0.256
SEQ1	7083	0.489
SEQ1	7084	0.535
SEQ1	7085	-0.00221
SEQ1	7086	-0.37
SEQ1	7087	-0.541
SEQ1	7088	-0.551
SEQ1	7089	-0.376
SEQ1	7090	-0.0876
SEQ1	7091	0.115
SEQ1	7092	-0.137
SEQ1	7093	-0.269
SEQ1	7094	-0.864
SEQ1	7095	-1.17
SEQ1	7096	-1.56
SEQ1	7097	-1.3
SEQ1	7098	-0.951
SEQ1	7099	-0.746
SEQ1	7100	-0.553
SEQ1	7101	-0.654
SEQ1	7102	-0.598
SEQ1	7103	-0.751
SEQ1	7104	-0.78
SEQ1	7105	-0.908
SEQ1	7106	-1.05
SEQ1	7107	-0.995
SEQ1	7108	-1.08
SEQ1	7109	-0.468
SEQ1	7110	-0.491
SEQ1	7111	-0.876
SEQ1	7112	-1.15
SEQ1	7113	-1.52
SEQ1	7114	-1.59
SEQ1	7115	-2.04
SEQ1	7116	-1.64
SEQ1	7117	-1.08
SEQ1	7118	-0.415
SEQ1	7119	0.2
SEQ1	7120	0.491
SEQ1	7121	0.465
SEQ1	7122	-0.0625
SEQ1	7123	-0.667
SEQ1	7124	-1.34
SEQ1	7125	-1.51
SEQ1	7126	-1.47
SEQ1	7127	-1.01
SEQ1	7128	-0.383
SEQ1	7129	0.126
SEQ1	7130	0.464
SEQ1	7131	0.279
SEQ1	7132	-0.303
SEQ1	7133	-0.972
SEQ1	7134	-1.6
SEQ1	7135	-1.77
SEQ1	7136	-1.67
SEQ1	7137	-1.11
SEQ1	7138	-0.477
SEQ1	7139	-0.284
SEQ1	7140	0.0576
SEQ1	7141	-0.468
SEQ1	7142	-1.16
SEQ1	7143	-1.62
SEQ1	7144	-1.89
SEQ1	7145	-1.95
SEQ1	7146	-1.8
SEQ1	7147	-1.3
SEQ1	7148	-0.828
SEQ1	7149	-0.305
SEQ1	7150	0.0834
SEQ1	7151	-0.0435
SEQ1	7152	-0.0939
SEQ1	7153	-0.53
SEQ1	7154	-0.785
SEQ1	7155	-0.624
SEQ1	7156	-0.23
SEQ1	7157	0.26
SEQ1	7158	0.933
SEQ1	7159	0.524
SEQ1	7160	0.142
SEQ1	7161	-0.694
SEQ1	7162	-1.33
SEQ1	7163	-1.59
SEQ1	7164	-1.1
SEQ1	7165	-0.888
SEQ1	7166	-0.723
SEQ1	7167	-0.243
SEQ1	7168	-0.0244
SEQ1	7169	0.433
SEQ1	7170	0.423
SEQ1	7171	0.315
SEQ1	7172	-0.0268
SEQ1	7173	-0.747
SEQ1	7174	-1.45
SEQ1	7175	-1.79
SEQ1	7176	-1.43
SEQ1	7177	-0.696
SEQ1	7178	0.322
SEQ1	7179	1.29
SEQ1	7180	1.86
SEQ1	7181	2.05
SEQ1	7182	1.45
SEQ1	7183	1.12
SEQ1	7184	0.86
SEQ1	7185	1.2
SEQ1	7186	1.86
SEQ1	7187	1.95
SEQ1	7188	2.25
SEQ1	7189	1.89
SEQ1	7190	1.65
SEQ1	7191	0.98
SEQ1	7192	0.611
SEQ1	7193	0.143
SEQ1	7194	-0.389
SEQ1	7195	-0.737
SEQ1	7196	-0.496
SEQ1	7197	-0.237
SEQ1	7198	0.152
SEQ1	7199	0.787
SEQ1	7200	1.32
SEQ1	7201	1.41
SEQ1	7202	1.48
SEQ1	7203	1.19
SEQ1	7204	0.801
SEQ1	7205	0.447
SEQ1	7206	0.383
SEQ1	7207	0.441
SEQ1	7208	0.381
SEQ1	7209	0.134
SEQ1	7210	0.0987
SEQ1	7211	0.364
SEQ1	7212	0.479
SEQ1	7213	0.642
SEQ1	7214	0.995
SEQ1	7215	1.5
SEQ1	7216	1.42
SEQ1	7217	1.44
SEQ1	7218	1.49
SEQ1	7219	1.2
SEQ1	7220	1.41
SEQ1	7221	1.42
SEQ1	7222	1.12
SEQ1	7223	0.626
SEQ1	7224	0.553
SEQ1	7225	0.343
SEQ1	7226	0.465
SEQ1	7227	0.629
SEQ1	7228	0.445
SEQ1	7229	0.583
SEQ1	7230	0.359
SEQ1	7231	0.15
SEQ1	7232	0.0206
SEQ1	7233	-0.313
SEQ1	7234	0.263
SEQ1	7235	0.896
SEQ1	7236	1.82
SEQ1	7237	2.03
SEQ1	7238	2.08
SEQ1	7239	2.18
SEQ1	7240	1.54
SEQ1	7241	1.11
SEQ1	7242	0.18
SEQ1	7243	-0.16
SEQ1	7244	-0.18
SEQ1	7245	0.239
SEQ1	7246	1.01
SEQ1	7247	1.92
SEQ1	7248	2.42
SEQ1	7249	2.51
SEQ1	7250	2.22
SEQ1	7251	1.76
SEQ1	7252	1.27
SEQ1	7253	0.861
SEQ1	7254	0.763
SEQ1	7255	0.816
SEQ1	7256	0.8
SEQ1	7257	1.08
SEQ1	7258	1.16
SEQ1	7259	1.42
SEQ1	7260	1.86
SEQ1	7261	1.57
SEQ1	7262	1.28
SEQ1	7263	0.86
SEQ1	7264	0.677
SEQ1	7265	0.998
SEQ1	7266	1.5
SEQ1	7267	2.08
SEQ1	7268	2.59
SEQ1	7269	2.71
SEQ1	7270	2.9
SEQ1	7271	2.48
SEQ1	7272	1.81
SEQ1	7273	1.26
SEQ1	7274	1.14
SEQ1	7275	1.13
SEQ1	7276	1.03
SEQ1	7277	1.11
SEQ1	7278	1.13
SEQ1	7279	1.42
SEQ1	7280	1.67
SEQ1	7281	1.86
SEQ1	7282	1.73
SEQ1	7283	1.34
SEQ1	7284	0.983
SEQ1	7285	1.13
SEQ1	7286	1.43
SEQ1	7287	1.78
SEQ1	7288	1.97
SEQ1	7289	1.89
SEQ1	7290	1.57
SEQ1	7291	1.26
SEQ1	7292	1.23
SEQ1	7293	0.749
SEQ1	7294	0.681
SEQ1	7295	0.476
SEQ1	7296	0.696
SEQ1	7297	0.893
SEQ1	7298	1.32
SEQ1	7299	1.57
SEQ1	7300	1.44
SEQ1	7301	1.3
SEQ1	7302	0.945
SEQ1	7303	0.721
SEQ1	7304	0.649
SEQ1	7305	0.863
SEQ1	7306	1.26
SEQ1	7307	1.31
SEQ1	7308	1.68
SEQ1	7309	1.88
SEQ1	7310	2.07
SEQ1	7311	1.77
SEQ1	7312	1.43
SEQ1	7313	1
SEQ1	7314	0.437
SEQ1	7315	0.364
SEQ1	7316	0.257
SEQ1	7317	0.583
SEQ1	7318	0.663
SEQ1	7319	0.889
SEQ1	7320	0.81
SEQ1	7321	0.895
SEQ1	7322	1.02
SEQ1	7323	0.816
SEQ1	7324	0.664
SEQ1	7325	0.85
SEQ1	7326	0.684
SEQ1	7327	0.661
SEQ1	7328	0.491
SEQ1	7329	0.482
SEQ1	7330	0.637
SEQ1	7331	0.849
SEQ1	7332	1.05
SEQ1	7333	0.923
SEQ1	7334	0.786
SEQ1	7335	0.0729
SEQ1	7336	-0.314
SEQ1	7337	-0.453
SEQ1	7338	-0.388
SEQ1	7339	-0.00595
SEQ1	7340	0.0861
SEQ1	7341	0.0405
SEQ1	7342	-0.0708
SEQ1	7343	-0.829
SEQ1	7344	-1.11
SEQ1	7345	-1.22
SEQ1	7346	-1.31
SEQ1	7347	-0.963
SEQ1	7348	-0.721
SEQ1	7349	-0.541
SEQ1	7350	-0.701
SEQ1	7351	-0.888
SEQ1	7352	-1.42
SEQ1	7353	-1.87
SEQ1	7354	-1.91
SEQ1	7355	-1.22
SEQ1	7356	-0.192
SEQ1	7357	0.732
SEQ1	7358	1.44
SEQ1	7359	1.84
SEQ1	7360	1.89
SEQ1	7361	1.71
SEQ1	7362	0.981
SEQ1	7363	0.255
SEQ1	7364	-0.153
SEQ1	7365	-0.366
SEQ1	7366	-0.427
SEQ1	7367	-0.301
SEQ1	7368	0.243
SEQ1	7369	0.495
SEQ1	7370	0.559
SEQ1	7371	0.563
SEQ1	7372	0.354
SEQ1	7373	-0.0302
SEQ1	7374	-0.655
SEQ1	7375	-0.474
SEQ1	7376	-0.217
SEQ1	7377	-0.0134
SEQ1	7378	0.394
SEQ1	7379	0.764
SEQ1	7380	0.825
SEQ1	7381	0.458
SEQ1	7382	-0.165
SEQ1	7383	-1.05
SEQ1	7384	-1.72
SEQ1	7385	-1.99
