Sequence	Position	P start	P occupied
SEQ1	5816	0.00827	0.864
SEQ1	5817	0.00959	0.873
SEQ1	5818	0.00523	0.876
SEQ1	5819	0.00203	0.873
SEQ1	5820	0.00103	0.862
SEQ1	5821	0.000912	0.849
SEQ1	5822	0.00128	0.844
SEQ1	5823	0.0025	0.844
SEQ1	5824	0.00581	0.849
SEQ1	5825	0.00779	0.857
SEQ1	5826	0.00689	0.863
SEQ1	5827	0.00516	0.867
SEQ1	5828	0.00332	0.868
SEQ1	5829	0.00215	0.861
SEQ1	5830	0.00146	0.848
SEQ1	5831	0.00125	0.838
SEQ1	5832	0.00192	0.835
SEQ1	5833	0.00254	0.837
SEQ1	5834	0.00402	0.840
SEQ1	5835	0.00581	0.846
SEQ1	5836	0.00803	0.854
SEQ1	5837	0.00653	0.860
SEQ1	5838	0.00354	0.862
SEQ1	5839	0.00159	0.860
SEQ1	5840	0.000609	0.852
SEQ1	5841	0.000441	0.844
SEQ1	5842	0.00065	0.837
SEQ1	5843	0.00106	0.834
SEQ1	5844	0.00311	0.835
SEQ1	5845	0.00657	0.841
SEQ1	5846	0.00853	0.849
SEQ1	5847	0.00979	0.858
SEQ1	5848	0.00598	0.862
SEQ1	5849	0.00342	0.861
SEQ1	5850	0.00247	0.856
SEQ1	5851	0.00167	0.849
SEQ1	5852	0.00194	0.845
SEQ1	5853	0.00285	0.845
SEQ1	5854	0.00508	0.849
SEQ1	5855	0.00789	0.855
SEQ1	5856	0.0121	0.864
SEQ1	5857	0.012	0.872
SEQ1	5858	0.00987	0.870
SEQ1	5859	0.00749	0.858
SEQ1	5860	0.0053	0.837
SEQ1	5861	0.00517	0.824
SEQ1	5862	0.00556	0.820
SEQ1	5863	0.00521	0.821
SEQ1	5864	0.00595	0.825
SEQ1	5865	0.00763	0.832
SEQ1	5866	0.00822	0.839
SEQ1	5867	0.00613	0.844
SEQ1	5868	0.00405	0.846
SEQ1	5869	0.00301	0.845
SEQ1	5870	0.00257	0.841
SEQ1	5871	0.00313	0.834
SEQ1	5872	0.00406	0.826
SEQ1	5873	0.00564	0.820
SEQ1	5874	0.00731	0.816
SEQ1	5875	0.00634	0.810
SEQ1	5876	0.00633	0.803
SEQ1	5877	0.00471	0.800
SEQ1	5878	0.00414	0.798
SEQ1	5879	0.00342	0.796
SEQ1	5880	0.00257	0.792
SEQ1	5881	0.00314	0.789
SEQ1	5882	0.00515	0.788
SEQ1	5883	0.00586	0.787
SEQ1	5884	0.00597	0.786
SEQ1	5885	0.00622	0.782
SEQ1	5886	0.00468	0.771
SEQ1	5887	0.0039	0.749
SEQ1	5888	0.00397	0.726
SEQ1	5889	0.00386	0.703
SEQ1	5890	0.00644	0.690
SEQ1	5891	0.0108	0.685
SEQ1	5892	0.0187	0.694
SEQ1	5893	0.025	0.713
SEQ1	5894	0.0258	0.736
SEQ1	5895	0.0147	0.746
SEQ1	5896	0.00754	0.749
SEQ1	5897	0.00391	0.741
SEQ1	5898	0.00246	0.726
SEQ1	5899	0.00242	0.702
SEQ1	5900	0.0029	0.681
SEQ1	5901	0.00398	0.670
SEQ1	5902	0.00703	0.670
SEQ1	5903	0.0119	0.678
SEQ1	5904	0.0199	0.695
SEQ1	5905	0.022	0.715
SEQ1	5906	0.0175	0.730
SEQ1	5907	0.0116	0.737
SEQ1	5908	0.00955	0.738
SEQ1	5909	0.00634	0.732
SEQ1	5910	0.00516	0.717
SEQ1	5911	0.00409	0.704
SEQ1	5912	0.00386	0.698
SEQ1	5913	0.0049	0.700
SEQ1	5914	0.00676	0.705
SEQ1	5915	0.00651	0.710
SEQ1	5916	0.00593	0.715
SEQ1	5917	0.00433	0.717
SEQ1	5918	0.00431	0.718
SEQ1	5919	0.00541	0.717
SEQ1	5920	0.00836	0.719
SEQ1	5921	0.0161	0.728
SEQ1	5922	0.0214	0.744
SEQ1	5923	0.0162	0.757
SEQ1	5924	0.0124	0.766
SEQ1	5925	0.00892	0.773
SEQ1	5926	0.00724	0.779
SEQ1	5927	0.00596	0.784
SEQ1	5928	0.00548	0.789
SEQ1	5929	0.00446	0.792
SEQ1	5930	0.00422	0.795
SEQ1	5931	0.00351	0.798
SEQ1	5932	0.00242	0.800
SEQ1	5933	0.00166	0.800
SEQ1	5934	0.00131	0.800
SEQ1	5935	0.00125	0.801
SEQ1	5936	0.00159	0.802
SEQ1	5937	0.00183	0.803
SEQ1	5938	0.00227	0.804
SEQ1	5939	0.00261	0.806
SEQ1	5940	0.00338	0.809
SEQ1	5941	0.00313	0.811
SEQ1	5942	0.00333	0.814
SEQ1	5943	0.00299	0.816
SEQ1	5944	0.00157	0.817
SEQ1	5945	0.000908	0.817
SEQ1	5946	0.000535	0.816
SEQ1	5947	0.000448	0.815
SEQ1	5948	0.000696	0.814
SEQ1	5949	0.00104	0.812
SEQ1	5950	0.00174	0.810
SEQ1	5951	0.00274	0.809
SEQ1	5952	0.00546	0.812
SEQ1	5953	0.0061	0.815
SEQ1	5954	0.0048	0.818
SEQ1	5955	0.00342	0.820
SEQ1	5956	0.00253	0.821
SEQ1	5957	0.00236	0.822
SEQ1	5958	0.00309	0.824
SEQ1	5959	0.00689	0.830
SEQ1	5960	0.00716	0.835
SEQ1	5961	0.0066	0.839
SEQ1	5962	0.00436	0.837
SEQ1	5963	0.00268	0.831
SEQ1	5964	0.00194	0.824
SEQ1	5965	0.00136	0.820
SEQ1	5966	0.00102	0.819
SEQ1	5967	0.00111	0.819
SEQ1	5968	0.00139	0.820
SEQ1	5969	0.00221	0.820
SEQ1	5970	0.00406	0.822
SEQ1	5971	0.00459	0.821
SEQ1	5972	0.00633	0.819
SEQ1	5973	0.00537	0.818
SEQ1	5974	0.00343	0.816
SEQ1	5975	0.00334	0.816
SEQ1	5976	0.00262	0.817
SEQ1	5977	0.00335	0.818
SEQ1	5978	0.00376	0.821
SEQ1	5979	0.00645	0.825
SEQ1	5980	0.0065	0.829
SEQ1	5981	0.0077	0.833
SEQ1	5982	0.00407	0.831
SEQ1	5983	0.00208	0.825
SEQ1	5984	0.00163	0.821
SEQ1	5985	0.00159	0.819
SEQ1	5986	0.00217	0.819
SEQ1	5987	0.00289	0.821
SEQ1	5988	0.00381	0.825
SEQ1	5989	0.00436	0.829
SEQ1	5990	0.00404	0.832
SEQ1	5991	0.00423	0.833
SEQ1	5992	0.00367	0.830
SEQ1	5993	0.00268	0.824
SEQ1	5994	0.00214	0.816
SEQ1	5995	0.00155	0.812
SEQ1	5996	0.00176	0.810
SEQ1	5997	0.00125	0.809
SEQ1	5998	0.00124	0.808
SEQ1	5999	0.000802	0.807
SEQ1	6000	0.000581	0.805
SEQ1	6001	0.00046	0.800
SEQ1	6002	0.000419	0.793
SEQ1	6003	0.000405	0.781
SEQ1	6004	0.000655	0.770
SEQ1	6005	0.00127	0.761
SEQ1	6006	0.0021	0.756
SEQ1	6007	0.00358	0.754
SEQ1	6008	0.00388	0.753
SEQ1	6009	0.003	0.750
SEQ1	6010	0.0023	0.747
SEQ1	6011	0.00143	0.743
SEQ1	6012	0.00112	0.736
SEQ1	6013	0.000839	0.729
SEQ1	6014	0.000904	0.724
SEQ1	6015	0.00116	0.721
SEQ1	6016	0.00109	0.719
SEQ1	6017	0.00125	0.718
SEQ1	6018	0.00141	0.716
SEQ1	6019	0.00159	0.714
SEQ1	6020	0.00121	0.709
SEQ1	6021	0.000856	0.703
SEQ1	6022	0.000701	0.697
SEQ1	6023	0.000478	0.691
SEQ1	6024	0.000572	0.687
SEQ1	6025	0.000891	0.684
SEQ1	6026	0.00147	0.682
SEQ1	6027	0.00212	0.681
SEQ1	6028	0.00251	0.681
SEQ1	6029	0.0032	0.679
SEQ1	6030	0.00302	0.676
SEQ1	6031	0.00207	0.672
SEQ1	6032	0.0012	0.667
SEQ1	6033	0.00103	0.663
SEQ1	6034	0.000983	0.660
SEQ1	6035	0.00126	0.658
SEQ1	6036	0.00235	0.656
SEQ1	6037	0.0037	0.653
SEQ1	6038	0.00551	0.648
SEQ1	6039	0.00822	0.638
SEQ1	6040	0.0133	0.626
SEQ1	6041	0.00804	0.608
SEQ1	6042	0.00697	0.601
SEQ1	6043	0.00436	0.597
SEQ1	6044	0.00434	0.598
SEQ1	6045	0.0043	0.600
SEQ1	6046	0.00529	0.602
SEQ1	6047	0.00565	0.605
SEQ1	6048	0.00558	0.607
SEQ1	6049	0.00587	0.606
SEQ1	6050	0.0063	0.600
SEQ1	6051	0.0089	0.589
SEQ1	6052	0.00754	0.575
SEQ1	6053	0.0088	0.566
SEQ1	6054	0.00979	0.564
SEQ1	6055	0.0109	0.565
SEQ1	6056	0.0135	0.573
SEQ1	6057	0.0165	0.584
SEQ1	6058	0.016	0.596
SEQ1	6059	0.0119	0.604
SEQ1	6060	0.0196	0.619
SEQ1	6061	0.0164	0.628
SEQ1	6062	0.0198	0.642
SEQ1	6063	0.024	0.660
SEQ1	6064	0.02	0.675
SEQ1	6065	0.0194	0.690
SEQ1	6066	0.0138	0.699
SEQ1	6067	0.0116	0.702
SEQ1	6068	0.015	0.701
SEQ1	6069	0.012	0.692
SEQ1	6070	0.00965	0.685
SEQ1	6071	0.00612	0.679
SEQ1	6072	0.00703	0.677
SEQ1	6073	0.0081	0.678
SEQ1	6074	0.0118	0.683
SEQ1	6075	0.0138	0.692
SEQ1	6076	0.0196	0.707
SEQ1	6077	0.0141	0.717
SEQ1	6078	0.0103	0.724
SEQ1	6079	0.00428	0.725
SEQ1	6080	0.00202	0.726
SEQ1	6081	0.00169	0.726
SEQ1	6082	0.00203	0.727
SEQ1	6083	0.00302	0.728
SEQ1	6084	0.00546	0.732
SEQ1	6085	0.00825	0.738
SEQ1	6086	0.00922	0.745
SEQ1	6087	0.00586	0.747
SEQ1	6088	0.00461	0.749
SEQ1	6089	0.00423	0.750
SEQ1	6090	0.00391	0.750
SEQ1	6091	0.00365	0.753
SEQ1	6092	0.00572	0.757
SEQ1	6093	0.00903	0.766
SEQ1	6094	0.0131	0.778
SEQ1	6095	0.0138	0.792
SEQ1	6096	0.0143	0.805
SEQ1	6097	0.0103	0.813
SEQ1	6098	0.0057	0.816
SEQ1	6099	0.00214	0.813
SEQ1	6100	0.00161	0.809
SEQ1	6101	0.00102	0.805
SEQ1	6102	0.00132	0.803
SEQ1	6103	0.0021	0.802
SEQ1	6104	0.00448	0.804
SEQ1	6105	0.00817	0.809
SEQ1	6106	0.016	0.819
SEQ1	6107	0.016	0.827
SEQ1	6108	0.0131	0.834
SEQ1	6109	0.00896	0.838
SEQ1	6110	0.00417	0.840
SEQ1	6111	0.00278	0.841
SEQ1	6112	0.00185	0.841
SEQ1	6113	0.00166	0.842
SEQ1	6114	0.00234	0.843
SEQ1	6115	0.00229	0.844
SEQ1	6116	0.00296	0.845
SEQ1	6117	0.00336	0.844
SEQ1	6118	0.00398	0.844
SEQ1	6119	0.00399	0.841
SEQ1	6120	0.00366	0.839
SEQ1	6121	0.00463	0.841
SEQ1	6122	0.0047	0.842
SEQ1	6123	0.00949	0.849
SEQ1	6124	0.0118	0.857
SEQ1	6125	0.0156	0.869
SEQ1	6126	0.0149	0.878
SEQ1	6127	0.0101	0.881
SEQ1	6128	0.00537	0.879
SEQ1	6129	0.0035	0.878
SEQ1	6130	0.0023	0.879
SEQ1	6131	0.00219	0.879
SEQ1	6132	0.00266	0.880
SEQ1	6133	0.0036	0.882
SEQ1	6134	0.00482	0.884
SEQ1	6135	0.00573	0.885
SEQ1	6136	0.00645	0.888
SEQ1	6137	0.00582	0.889
SEQ1	6138	0.0028	0.888
SEQ1	6139	0.00229	0.887
SEQ1	6140	0.00209	0.886
SEQ1	6141	0.00225	0.886
SEQ1	6142	0.00347	0.888
SEQ1	6143	0.00488	0.891
SEQ1	6144	0.00984	0.900
SEQ1	6145	0.00977	0.908
SEQ1	6146	0.00752	0.915
SEQ1	6147	0.00343	0.918
SEQ1	6148	0.0013	0.919
SEQ1	6149	0.00065	0.919
SEQ1	6150	0.000444	0.919
SEQ1	6151	0.00036	0.919
SEQ1	6152	0.000544	0.918
SEQ1	6153	0.000807	0.917
SEQ1	6154	0.00131	0.914
SEQ1	6155	0.00357	0.914
SEQ1	6156	0.00572	0.917
SEQ1	6157	0.00386	0.918
SEQ1	6158	0.0017	0.919
SEQ1	6159	0.00087	0.918
SEQ1	6160	0.000487	0.918
SEQ1	6161	0.000395	0.917
SEQ1	6162	0.000423	0.917
SEQ1	6163	0.000872	0.916
SEQ1	6164	0.00158	0.917
SEQ1	6165	0.00257	0.918
SEQ1	6166	0.00224	0.919
SEQ1	6167	0.00203	0.919
SEQ1	6168	0.00166	0.920
SEQ1	6169	0.0013	0.921
SEQ1	6170	0.00133	0.922
SEQ1	6171	0.00189	0.923
SEQ1	6172	0.00287	0.925
SEQ1	6173	0.00369	0.927
SEQ1	6174	0.00454	0.930
SEQ1	6175	0.00407	0.931
SEQ1	6176	0.00489	0.933
SEQ1	6177	0.00323	0.933
SEQ1	6178	0.00254	0.934
SEQ1	6179	0.00178	0.934
SEQ1	6180	0.00127	0.934
SEQ1	6181	0.0013	0.935
SEQ1	6182	0.00149	0.935
SEQ1	6183	0.00197	0.935
SEQ1	6184	0.00331	0.934
SEQ1	6185	0.00468	0.933
SEQ1	6186	0.00492	0.930
SEQ1	6187	0.0034	0.920
SEQ1	6188	0.00238	0.914
SEQ1	6189	0.00118	0.909
SEQ1	6190	0.000827	0.905
SEQ1	6191	0.001	0.902
SEQ1	6192	0.00187	0.899
SEQ1	6193	0.00312	0.897
SEQ1	6194	0.00456	0.896
SEQ1	6195	0.00504	0.896
SEQ1	6196	0.00296	0.893
SEQ1	6197	0.00157	0.888
SEQ1	6198	0.000997	0.880
SEQ1	6199	0.00104	0.874
SEQ1	6200	0.00115	0.866
SEQ1	6201	0.0017	0.858
SEQ1	6202	0.00256	0.849
SEQ1	6203	0.00496	0.841
SEQ1	6204	0.0103	0.835
SEQ1	6205	0.0131	0.832
SEQ1	6206	0.0104	0.830
SEQ1	6207	0.00699	0.818
SEQ1	6208	0.00446	0.806
SEQ1	6209	0.00433	0.790
SEQ1	6210	0.00357	0.770
SEQ1	6211	0.00524	0.755
SEQ1	6212	0.00742	0.743
SEQ1	6213	0.0133	0.743
SEQ1	6214	0.0149	0.746
SEQ1	6215	0.0123	0.743
SEQ1	6216	0.0102	0.741
SEQ1	6217	0.00668	0.738
SEQ1	6218	0.00599	0.738
SEQ1	6219	0.00486	0.736
SEQ1	6220	0.00399	0.732
SEQ1	6221	0.00293	0.723
SEQ1	6222	0.0028	0.712
SEQ1	6223	0.00331	0.696
SEQ1	6224	0.00682	0.689
SEQ1	6225	0.0089	0.687
SEQ1	6226	0.0162	0.699
SEQ1	6227	0.0216	0.719
SEQ1	6228	0.0153	0.732
SEQ1	6229	0.00877	0.739
SEQ1	6230	0.00479	0.741
SEQ1	6231	0.00271	0.738
SEQ1	6232	0.00243	0.732
SEQ1	6233	0.00344	0.726
SEQ1	6234	0.00637	0.727
SEQ1	6235	0.00783	0.730
SEQ1	6236	0.00871	0.735
SEQ1	6237	0.01	0.741
SEQ1	6238	0.00664	0.744
SEQ1	6239	0.00476	0.743
SEQ1	6240	0.0051	0.739
SEQ1	6241	0.00565	0.731
SEQ1	6242	0.00556	0.723
SEQ1	6243	0.00586	0.715
SEQ1	6244	0.00459	0.709
SEQ1	6245	0.00407	0.707
SEQ1	6246	0.00461	0.710
SEQ1	6247	0.00753	0.716
SEQ1	6248	0.0135	0.728
SEQ1	6249	0.017	0.744
SEQ1	6250	0.0144	0.756
SEQ1	6251	0.0125	0.764
SEQ1	6252	0.0115	0.768
SEQ1	6253	0.013	0.765
SEQ1	6254	0.0116	0.760
SEQ1	6255	0.00917	0.756
SEQ1	6256	0.00523	0.753
SEQ1	6257	0.00546	0.754
SEQ1	6258	0.00704	0.758
SEQ1	6259	0.00742	0.764
SEQ1	6260	0.0102	0.772
SEQ1	6261	0.0152	0.785
SEQ1	6262	0.0169	0.800
SEQ1	6263	0.0117	0.808
SEQ1	6264	0.00715	0.812
SEQ1	6265	0.00243	0.811
SEQ1	6266	0.00127	0.808
SEQ1	6267	0.000973	0.805
SEQ1	6268	0.000897	0.801
SEQ1	6269	0.00125	0.798
SEQ1	6270	0.00242	0.791
SEQ1	6271	0.0027	0.782
SEQ1	6272	0.00366	0.770
SEQ1	6273	0.00605	0.761
SEQ1	6274	0.00582	0.757
SEQ1	6275	0.00437	0.756
SEQ1	6276	0.00314	0.755
SEQ1	6277	0.00169	0.755
SEQ1	6278	0.00119	0.754
SEQ1	6279	0.00107	0.752
SEQ1	6280	0.00129	0.750
SEQ1	6281	0.00266	0.748
SEQ1	6282	0.00532	0.747
SEQ1	6283	0.00769	0.749
SEQ1	6284	0.00679	0.750
SEQ1	6285	0.00378	0.751
SEQ1	6286	0.00238	0.751
SEQ1	6287	0.00166	0.750
SEQ1	6288	0.00149	0.749
SEQ1	6289	0.00168	0.748
SEQ1	6290	0.00316	0.746
SEQ1	6291	0.00616	0.742
SEQ1	6292	0.0143	0.747
SEQ1	6293	0.025	0.764
SEQ1	6294	0.0308	0.792
SEQ1	6295	0.0322	0.823
SEQ1	6296	0.0272	0.849
SEQ1	6297	0.014	0.863
SEQ1	6298	0.00524	0.868
SEQ1	6299	0.00187	0.869
SEQ1	6300	0.000939	0.869
SEQ1	6301	0.000969	0.869
SEQ1	6302	0.00112	0.866
SEQ1	6303	0.00226	0.863
SEQ1	6304	0.00385	0.863
SEQ1	6305	0.00559	0.867
SEQ1	6306	0.00511	0.871
SEQ1	6307	0.00314	0.874
SEQ1	6308	0.00204	0.875
SEQ1	6309	0.00199	0.877
SEQ1	6310	0.00185	0.878
SEQ1	6311	0.00279	0.879
SEQ1	6312	0.0042	0.881
SEQ1	6313	0.00411	0.882
SEQ1	6314	0.00296	0.883
SEQ1	6315	0.00192	0.884
SEQ1	6316	0.00153	0.884
SEQ1	6317	0.0014	0.884
SEQ1	6318	0.00177	0.884
SEQ1	6319	0.00263	0.884
SEQ1	6320	0.00447	0.884
SEQ1	6321	0.00601	0.886
SEQ1	6322	0.00486	0.887
SEQ1	6323	0.0045	0.886
SEQ1	6324	0.0034	0.886
SEQ1	6325	0.00179	0.886
SEQ1	6326	0.00117	0.885
SEQ1	6327	0.00085	0.885
SEQ1	6328	0.000867	0.884
SEQ1	6329	0.00126	0.884
SEQ1	6330	0.00162	0.884
SEQ1	6331	0.0018	0.882
SEQ1	6332	0.00177	0.879
SEQ1	6333	0.000951	0.875
SEQ1	6334	0.000388	0.872
SEQ1	6335	0.000197	0.870
SEQ1	6336	0.000157	0.869
SEQ1	6337	0.000185	0.868
SEQ1	6338	0.000579	0.868
SEQ1	6339	0.00167	0.868
SEQ1	6340	0.00349	0.868
SEQ1	6341	0.00844	0.872
SEQ1	6342	0.0083	0.875
SEQ1	6343	0.00451	0.877
SEQ1	6344	0.00297	0.878
SEQ1	6345	0.00158	0.879
SEQ1	6346	0.00117	0.879
SEQ1	6347	0.000923	0.879
SEQ1	6348	0.000949	0.878
SEQ1	6349	0.0011	0.876
SEQ1	6350	0.00173	0.873
SEQ1	6351	0.00279	0.866
SEQ1	6352	0.00426	0.857
SEQ1	6353	0.00574	0.852
SEQ1	6354	0.00737	0.853
SEQ1	6355	0.00695	0.855
SEQ1	6356	0.0068	0.858
SEQ1	6357	0.00673	0.861
SEQ1	6358	0.00661	0.862
SEQ1	6359	0.00589	0.861
SEQ1	6360	0.00557	0.853
SEQ1	6361	0.00648	0.844
SEQ1	6362	0.00462	0.837
SEQ1	6363	0.00319	0.830
SEQ1	6364	0.002	0.825
SEQ1	6365	0.00111	0.820
SEQ1	6366	0.00119	0.816
SEQ1	6367	0.00105	0.814
SEQ1	6368	0.00176	0.812
SEQ1	6369	0.0026	0.812
SEQ1	6370	0.00452	0.813
SEQ1	6371	0.00809	0.815
SEQ1	6372	0.0128	0.819
SEQ1	6373	0.0184	0.821
SEQ1	6374	0.0152	0.814
SEQ1	6375	0.00969	0.809
SEQ1	6376	0.00451	0.804
SEQ1	6377	0.00299	0.803
SEQ1	6378	0.00429	0.804
SEQ1	6379	0.00767	0.809
SEQ1	6380	0.0101	0.816
SEQ1	6381	0.00857	0.818
SEQ1	6382	0.00817	0.819
SEQ1	6383	0.00566	0.816
SEQ1	6384	0.00317	0.809
SEQ1	6385	0.00282	0.805
SEQ1	6386	0.00395	0.804
SEQ1	6387	0.0048	0.804
SEQ1	6388	0.00414	0.802
SEQ1	6389	0.00375	0.801
SEQ1	6390	0.00327	0.798
SEQ1	6391	0.00367	0.797
SEQ1	6392	0.00284	0.796
SEQ1	6393	0.00276	0.794
SEQ1	6394	0.00371	0.790
SEQ1	6395	0.00361	0.780
SEQ1	6396	0.00333	0.767
SEQ1	6397	0.00247	0.755
SEQ1	6398	0.0018	0.744
SEQ1	6399	0.000682	0.733
SEQ1	6400	0.000381	0.721
SEQ1	6401	0.000219	0.709
SEQ1	6402	0.000164	0.700
SEQ1	6403	0.000131	0.695
SEQ1	6404	0.000158	0.690
SEQ1	6405	0.000289	0.683
SEQ1	6406	0.000624	0.676
SEQ1	6407	0.00173	0.668
SEQ1	6408	0.00303	0.656
SEQ1	6409	0.00551	0.644
SEQ1	6410	0.00562	0.638
SEQ1	6411	0.00377	0.635
SEQ1	6412	0.00232	0.635
SEQ1	6413	0.00179	0.635
SEQ1	6414	0.00102	0.635
SEQ1	6415	0.000879	0.635
SEQ1	6416	0.000879	0.635
SEQ1	6417	0.000989	0.633
SEQ1	6418	0.0018	0.632
SEQ1	6419	0.00226	0.631
SEQ1	6420	0.00271	0.628
SEQ1	6421	0.00219	0.624
SEQ1	6422	0.00249	0.622
SEQ1	6423	0.0024	0.621
SEQ1	6424	0.00271	0.622
SEQ1	6425	0.00516	0.626
SEQ1	6426	0.00802	0.633
SEQ1	6427	0.0117	0.644
SEQ1	6428	0.0132	0.654
SEQ1	6429	0.00924	0.658
SEQ1	6430	0.00491	0.655
SEQ1	6431	0.00255	0.651
SEQ1	6432	0.00177	0.649
SEQ1	6433	0.00171	0.649
SEQ1	6434	0.00225	0.649
SEQ1	6435	0.00442	0.652
SEQ1	6436	0.00796	0.658
SEQ1	6437	0.0107	0.666
SEQ1	6438	0.0119	0.672
SEQ1	6439	0.00973	0.667
SEQ1	6440	0.00825	0.650
SEQ1	6441	0.00791	0.627
SEQ1	6442	0.0113	0.607
SEQ1	6443	0.012	0.591
SEQ1	6444	0.0132	0.591
SEQ1	6445	0.0152	0.600
SEQ1	6446	0.0124	0.611
SEQ1	6447	0.0107	0.621
SEQ1	6448	0.00793	0.628
SEQ1	6449	0.0075	0.634
SEQ1	6450	0.00449	0.636
SEQ1	6451	0.00272	0.635
SEQ1	6452	0.00184	0.631
SEQ1	6453	0.00158	0.628
SEQ1	6454	0.00248	0.627
SEQ1	6455	0.00344	0.629
SEQ1	6456	0.00874	0.635
SEQ1	6457	0.016	0.650
SEQ1	6458	0.0163	0.663
SEQ1	6459	0.0123	0.671
SEQ1	6460	0.00735	0.674
SEQ1	6461	0.00433	0.676
SEQ1	6462	0.00191	0.676
SEQ1	6463	0.00174	0.676
SEQ1	6464	0.00193	0.677
SEQ1	6465	0.0025	0.677
SEQ1	6466	0.0026	0.677
SEQ1	6467	0.00263	0.675
SEQ1	6468	0.00274	0.672
SEQ1	6469	0.00219	0.669
SEQ1	6470	0.00241	0.667
SEQ1	6471	0.00276	0.667
SEQ1	6472	0.00356	0.668
SEQ1	6473	0.00393	0.671
SEQ1	6474	0.00518	0.676
SEQ1	6475	0.00585	0.681
SEQ1	6476	0.00667	0.686
SEQ1	6477	0.00777	0.692
SEQ1	6478	0.00555	0.696
SEQ1	6479	0.00456	0.699
SEQ1	6480	0.00274	0.700
SEQ1	6481	0.00156	0.702
SEQ1	6482	0.00086	0.702
SEQ1	6483	0.000738	0.703
SEQ1	6484	0.000825	0.703
SEQ1	6485	0.00126	0.704
SEQ1	6486	0.00176	0.704
SEQ1	6487	0.0031	0.704
SEQ1	6488	0.00416	0.700
SEQ1	6489	0.00618	0.697
SEQ1	6490	0.00625	0.699
SEQ1	6491	0.0042	0.700
SEQ1	6492	0.00301	0.702
SEQ1	6493	0.00282	0.704
SEQ1	6494	0.00464	0.707
SEQ1	6495	0.00485	0.711
SEQ1	6496	0.00532	0.715
SEQ1	6497	0.00491	0.719
SEQ1	6498	0.00486	0.721
SEQ1	6499	0.00609	0.722
SEQ1	6500	0.0083	0.725
SEQ1	6501	0.011	0.729
SEQ1	6502	0.016	0.738
SEQ1	6503	0.0242	0.755
SEQ1	6504	0.0185	0.767
SEQ1	6505	0.0165	0.777
SEQ1	6506	0.0147	0.786
SEQ1	6507	0.0121	0.792
SEQ1	6508	0.00933	0.795
SEQ1	6509	0.00499	0.795
SEQ1	6510	0.00296	0.795
SEQ1	6511	0.0029	0.796
SEQ1	6512	0.00319	0.798
SEQ1	6513	0.00326	0.800
SEQ1	6514	0.00447	0.804
SEQ1	6515	0.00411	0.806
SEQ1	6516	0.00338	0.807
SEQ1	6517	0.00267	0.805
SEQ1	6518	0.00228	0.799
SEQ1	6519	0.00311	0.789
SEQ1	6520	0.00541	0.776
SEQ1	6521	0.00917	0.770
SEQ1	6522	0.0138	0.774
SEQ1	6523	0.00927	0.779
SEQ1	6524	0.00631	0.782
SEQ1	6525	0.00273	0.781
SEQ1	6526	0.00148	0.775
SEQ1	6527	0.00134	0.766
SEQ1	6528	0.00187	0.759
SEQ1	6529	0.00335	0.754
SEQ1	6530	0.00581	0.755
SEQ1	6531	0.0105	0.762
SEQ1	6532	0.0171	0.776
SEQ1	6533	0.0215	0.794
SEQ1	6534	0.0214	0.810
SEQ1	6535	0.017	0.823
SEQ1	6536	0.0115	0.831
SEQ1	6537	0.00619	0.834
SEQ1	6538	0.00463	0.835
SEQ1	6539	0.0041	0.836
SEQ1	6540	0.00411	0.837
SEQ1	6541	0.0049	0.839
SEQ1	6542	0.00746	0.843
SEQ1	6543	0.0112	0.850
SEQ1	6544	0.0132	0.861
SEQ1	6545	0.0148	0.874
SEQ1	6546	0.00889	0.882
SEQ1	6547	0.00469	0.887
SEQ1	6548	0.00304	0.889
SEQ1	6549	0.00231	0.892
SEQ1	6550	0.00185	0.893
SEQ1	6551	0.00162	0.895
SEQ1	6552	0.00184	0.896
SEQ1	6553	0.00264	0.898
SEQ1	6554	0.00323	0.900
SEQ1	6555	0.00282	0.900
SEQ1	6556	0.00241	0.897
SEQ1	6557	0.00168	0.893
SEQ1	6558	0.00102	0.890
SEQ1	6559	0.000617	0.888
SEQ1	6560	0.000408	0.887
SEQ1	6561	0.000406	0.886
SEQ1	6562	0.000427	0.886
SEQ1	6563	0.000639	0.885
SEQ1	6564	0.000964	0.885
SEQ1	6565	0.00184	0.885
SEQ1	6566	0.00282	0.886
SEQ1	6567	0.00337	0.887
SEQ1	6568	0.00395	0.888
SEQ1	6569	0.00351	0.889
SEQ1	6570	0.00236	0.889
SEQ1	6571	0.00189	0.889
SEQ1	6572	0.00132	0.885
SEQ1	6573	0.000716	0.877
SEQ1	6574	0.000631	0.866
SEQ1	6575	0.00073	0.854
SEQ1	6576	0.000808	0.845
SEQ1	6577	0.00168	0.842
SEQ1	6578	0.00369	0.843
SEQ1	6579	0.00664	0.848
SEQ1	6580	0.00686	0.853
SEQ1	6581	0.00441	0.856
SEQ1	6582	0.00299	0.854
SEQ1	6583	0.00167	0.848
SEQ1	6584	0.000682	0.838
SEQ1	6585	0.000391	0.826
SEQ1	6586	0.000318	0.817
SEQ1	6587	0.000326	0.809
SEQ1	6588	0.000518	0.802
SEQ1	6589	0.000937	0.791
SEQ1	6590	0.00141	0.781
SEQ1	6591	0.00175	0.769
SEQ1	6592	0.00113	0.755
SEQ1	6593	0.000816	0.744
